[LEVEL] TIMESTAMP | DOMAIN | USER IP | USER ROLE | SCRIPT | ROW | MEMORY USAGE | MESSAGE
[DEBUG] 2018-01-03 16:29:23:1830 | nlp-course.ru | 212.24.63.49 | guest | core/start_platform_scripts.php | 69 | 94184 | Trying to get browser
[INFO ] 2018-01-03 16:29:23:1830 | nlp-course.ru | 212.24.63.49 | guest | core/browser.php | 15 | 96056 | Got this file
[DEBUG] 2018-01-03 16:29:23:1831 | nlp-course.ru | 212.24.63.49 | guest | core/browser.php | 51 | 97280 | Browser matched:, version - .User agent was - .NET Framework/v4.0.30319
[DEBUG] 2018-01-03 16:29:23:1832 | nlp-course.ru | 212.24.63.49 | guest | core/start_platform_scripts.php | 77 | 95544 | This is not bot, but simple user.
[DEBUG] 2018-01-03 16:29:23:1832 | nlp-course.ru | 212.24.63.49 | guest | core/start_platform_scripts.php | 79 | 95376 | Trying to found injection
[INFO ] 2018-01-03 16:29:23:1833 | nlp-course.ru | 212.24.63.49 | guest | core/check_injection.php | 3 | 97328 | Got this file
[DEBUG] 2018-01-03 16:29:23:1834 | nlp-course.ru | 212.24.63.49 | guest | core/start_platform_scripts.php | 82 | 96728 | Trying to get template from get
[INFO ] 2018-01-03 16:29:23:1834 | nlp-course.ru | 212.24.63.49 | guest | core/templatefromget.php | 2 | 98832 | Got this file
[DEBUG] 2018-01-03 16:29:23:1837 | nlp-course.ru | 212.24.63.49 | guest | core/templatefromget.php | 31 | 99944 | Sitetemplate has found in DB
[DEBUG] 2018-01-03 16:29:23:1837 | nlp-course.ru | 212.24.63.49 | guest | core/templatefromget.php | 44 | 104016 | Template page is CTATbu
[DEBUG] 2018-01-03 16:29:23:1837 | nlp-course.ru | 212.24.63.49 | guest | core/start_platform_scripts.php | 85 | 102040 | Trying to get page from get
[INFO ] 2018-01-03 16:29:23:1838 | nlp-course.ru | 212.24.63.49 | guest | core/pagefromget.php | 2 | 104112 | Got this file
[INFO ] 2018-01-03 16:29:23:1838 | nlp-course.ru | 212.24.63.49 | guest | core/functions/process_user_data.php | 2 | 106104 | Got this file
[INFO ] 2018-01-03 16:29:23:1839 | nlp-course.ru | 212.24.63.49 | guest | core/checkuserrole.php | 2 | 106952 | Got this file
[DEBUG] 2018-01-03 16:29:23:1839 | nlp-course.ru | 212.24.63.49 | guest | core/checkuserrole.php | 196 | 106952 | Not found REQUEST or SESSION data
[DEBUG] 2018-01-03 16:29:23:1839 | nlp-course.ru | 212.24.63.49 | guest | core/checkuserrole.php | 199 | 107208 | Userrole is guest
[DEBUG] 2018-01-03 16:29:23:1840 | nlp-course.ru | 212.24.63.49 | guest | core/pagefromget.php | 13 | 105040 | Page from SESSION[] is CTATbu
[DEBUG] 2018-01-03 16:29:23:1844 | nlp-course.ru | 212.24.63.49 | guest | core/pagefromget.php | 37 | 114272 | Page is CTATbu
[DEBUG] 2018-01-03 16:29:23:1844 | nlp-course.ru | 212.24.63.49 | guest | core/start_platform_scripts.php | 89 | 112464 | Trying to get mode from get
[INFO ] 2018-01-03 16:29:23:1844 | nlp-course.ru | 212.24.63.49 | guest | core/modefromget.php | 2 | 114312 | Got this file
[DEBUG] 2018-01-03 16:29:23:1845 | nlp-course.ru | 212.24.63.49 | guest | core/start_platform_scripts.php | 92 | 112544 | Trying to get menu from get
[INFO ] 2018-01-03 16:29:23:1845 | nlp-course.ru | 212.24.63.49 | guest | core/menufromget.php | 2 | 114384 | Got this file
[DEBUG] 2018-01-03 16:29:23:1846 | nlp-course.ru | 212.24.63.49 | guest | core/start_platform_scripts.php | 95 | 112928 | Trying to get language from get
[INFO ] 2018-01-03 16:29:23:1846 | nlp-course.ru | 212.24.63.49 | guest | core/langfromget.php | 2 | 114816 | Got this file
[INFO ] 2018-01-03 16:29:23:1846 | nlp-course.ru | 212.24.63.49 | guest | core/langfromget.php | 18 | 115304 | Got language from DB (default).Language is ru
[DEBUG] 2018-01-03 16:29:23:1847 | nlp-course.ru | 212.24.63.49 | guest | core/start_platform_scripts.php | 99 | 113328 | Trying to get all site messages from DB
[DEBUG] 2018-01-03 16:29:23:1847 | nlp-course.ru | 212.24.63.49 | guest | core/messages.php | 11 | 115208 | Got this file
[DEBUG] 2018-01-03 16:29:23:1857 | nlp-course.ru | 212.24.63.49 | guest | core/messages.php | 22 | 140680 | Got 9 messages for this company
[DEBUG] 2018-01-03 16:29:23:1857 | nlp-course.ru | 212.24.63.49 | guest | core/start_platform_scripts.php | 108 | 138888 | Trying to call autoload_scripts_from_functions.php
[DEBUG] 2018-01-03 16:29:23:1857 | nlp-course.ru | 212.24.63.49 | guest | core/start_platform_scripts.php | 112 | 138888 | Trying to insert SEND_LETTER function
[INFO ] 2018-01-03 16:29:23:1858 | nlp-course.ru | 212.24.63.49 | guest | core/functions/send_letter.php | 3 | 142448 | Got this file
[DEBUG] 2018-01-03 16:29:23:1858 | nlp-course.ru | 212.24.63.49 | guest | modules/robokassa/callback.php | 8 | 138240 | REQUEST parameters: out_summ=14997;OutSum=14997;inv_id=18147366;InvId=18147366;crc=89D1121DE789E61A8857999BBCACC0AD;SignatureValue=89D1121DE789E61A8857999BBCACC0AD;PaymentMethod=BankCard;IncSum=16046.79;IncCurrLabel=QCardR;IsTest=1;
[INFO ] 2018-01-03 16:29:23:1864 | nlp-course.ru | 212.24.63.49 | guest | modules/robokassa/callback.php | 37 | 140488 | Good SIGN
[INFO ] 2018-01-03 18:24:10:8177 | nlp-course.ru | 212.24.63.49 | guest | core/start_platform_scripts.php | 40 | 67880 | ----- The new request to nlp-course.ru/modules/robokassa/callback.php?out_summ=1200&OutSum=1200&inv_id=18089835&InvId=18089835&crc=2DCF421C0A14B401A86A104919BB08B6&SignatureValue=2DCF421C0A14B401A86A104919BB08B6&PaymentMethod=BankCard&IncSum=1284.00&IncCurrLabel=QCardR&IsTest=1 [loglevel is DEBUG]----------------
[INFO ] 2018-01-03 18:24:10:8182 | nlp-course.ru | 212.24.63.49 | guest | core/start_platform_scripts.php | 41 | 67184 | Session id is fcd786232307c20c60be35fe1e13f273
[DEBUG] 2018-01-03 18:24:10:8183 | nlp-course.ru | 212.24.63.49 | guest | core/start_platform_scripts.php | 58 | 67048 | Trying to call insert_function_function.php
[INFO ] 2018-01-03 18:24:10:8185 | nlp-course.ru | 212.24.63.49 | guest | core/insert_function_function.php | 12 | 69056 | Got this file
[DEBUG] 2018-01-03 18:24:10:8185 | nlp-course.ru | 212.24.63.49 | guest | core/start_platform_scripts.php | 61 | 67344 | Trying to insert insert_module function
[INFO ] 2018-01-03 18:24:10:8186 | nlp-course.ru | 212.24.63.49 | guest | core/insert_module_function.php | 2 | 69352 | Got this file
[INFO ] 2018-01-03 18:24:10:8187 | nlp-course.ru | 212.24.63.49 | guest | core/autoload_scripts_from_functions.php | 11 | 69688 | Got this file
[DEBUG] 2018-01-03 18:24:10:8187 | nlp-course.ru | 212.24.63.49 | guest | core/start_platform_scripts.php | 66 | 67952 | Trying to check available modules
[INFO ] 2018-01-03 18:24:10:8188 | nlp-course.ru | 212.24.63.49 | guest | core/check_avail_modules.php | 10 | 69944 | Got this file
[DEBUG] 2018-01-03 18:24:10:8192 | nlp-course.ru | 212.24.63.49 | guest | core/check_avail_modules.php | 22 | 97072 | Data about modules received: installed 33, enabled 33, cron enabled for 1
[DEBUG] 2018-01-03 18:24:10:8193 | nlp-course.ru | 212.24.63.49 | guest | core/start_platform_scripts.php | 69 | 95072 | Trying to get browser
[INFO ] 2018-01-03 18:24:10:8193 | nlp-course.ru | 212.24.63.49 | guest | core/browser.php | 15 | 96944 | Got this file
[DEBUG] 2018-01-03 18:24:10:8194 | nlp-course.ru | 212.24.63.49 | guest | core/browser.php | 51 | 98168 | Browser matched:, version - .User agent was - .NET Framework/v4.0.30319
[DEBUG] 2018-01-03 18:24:10:8195 | nlp-course.ru | 212.24.63.49 | guest | core/start_platform_scripts.php | 77 | 96432 | This is not bot, but simple user.
[DEBUG] 2018-01-03 18:24:10:8195 | nlp-course.ru | 212.24.63.49 | guest | core/start_platform_scripts.php | 79 | 96264 | Trying to found injection
[INFO ] 2018-01-03 18:24:10:8196 | nlp-course.ru | 212.24.63.49 | guest | core/check_injection.php | 3 | 98216 | Got this file
[DEBUG] 2018-01-03 18:24:10:8197 | nlp-course.ru | 212.24.63.49 | guest | core/start_platform_scripts.php | 82 | 97616 | Trying to get template from get
[INFO ] 2018-01-03 18:24:10:8198 | nlp-course.ru | 212.24.63.49 | guest | core/templatefromget.php | 2 | 99720 | Got this file
[DEBUG] 2018-01-03 18:24:10:8200 | nlp-course.ru | 212.24.63.49 | guest | core/templatefromget.php | 31 | 100832 | Sitetemplate has found in DB
[DEBUG] 2018-01-03 18:24:10:8201 | nlp-course.ru | 212.24.63.49 | guest | core/templatefromget.php | 44 | 104904 | Template page is CTATbu
[DEBUG] 2018-01-03 18:24:10:8201 | nlp-course.ru | 212.24.63.49 | guest | core/start_platform_scripts.php | 85 | 102928 | Trying to get page from get
[INFO ] 2018-01-03 18:24:10:8202 | nlp-course.ru | 212.24.63.49 | guest | core/pagefromget.php | 2 | 105000 | Got this file
[INFO ] 2018-01-03 18:24:10:8202 | nlp-course.ru | 212.24.63.49 | guest | core/functions/process_user_data.php | 2 | 106992 | Got this file
[INFO ] 2018-01-03 18:24:10:8203 | nlp-course.ru | 212.24.63.49 | guest | core/checkuserrole.php | 2 | 107840 | Got this file
[DEBUG] 2018-01-03 18:24:10:8203 | nlp-course.ru | 212.24.63.49 | guest | core/checkuserrole.php | 196 | 107840 | Not found REQUEST or SESSION data
[DEBUG] 2018-01-03 18:24:10:8203 | nlp-course.ru | 212.24.63.49 | guest | core/checkuserrole.php | 199 | 108096 | Userrole is guest
[DEBUG] 2018-01-03 18:24:10:8204 | nlp-course.ru | 212.24.63.49 | guest | core/pagefromget.php | 13 | 105928 | Page from SESSION[] is CTATbu
[DEBUG] 2018-01-03 18:24:10:8207 | nlp-course.ru | 212.24.63.49 | guest | core/pagefromget.php | 37 | 115160 | Page is CTATbu
[DEBUG] 2018-01-03 18:24:10:8209 | nlp-course.ru | 212.24.63.49 | guest | core/start_platform_scripts.php | 89 | 113352 | Trying to get mode from get
[INFO ] 2018-01-03 18:24:10:8209 | nlp-course.ru | 212.24.63.49 | guest | core/modefromget.php | 2 | 115200 | Got this file
[DEBUG] 2018-01-03 18:24:10:8210 | nlp-course.ru | 212.24.63.49 | guest | core/start_platform_scripts.php | 92 | 113432 | Trying to get menu from get
[INFO ] 2018-01-03 18:24:10:8211 | nlp-course.ru | 212.24.63.49 | guest | core/menufromget.php | 2 | 115272 | Got this file
[DEBUG] 2018-01-03 18:24:10:8211 | nlp-course.ru | 212.24.63.49 | guest | core/start_platform_scripts.php | 95 | 113816 | Trying to get language from get
[INFO ] 2018-01-03 18:24:10:8212 | nlp-course.ru | 212.24.63.49 | guest | core/langfromget.php | 2 | 115704 | Got this file
[INFO ] 2018-01-03 18:24:10:8212 | nlp-course.ru | 212.24.63.49 | guest | core/langfromget.php | 18 | 116192 | Got language from DB (default).Language is ru
[DEBUG] 2018-01-03 18:24:10:8212 | nlp-course.ru | 212.24.63.49 | guest | core/start_platform_scripts.php | 99 | 114216 | Trying to get all site messages from DB
[DEBUG] 2018-01-03 18:24:10:8213 | nlp-course.ru | 212.24.63.49 | guest | core/messages.php | 11 | 116096 | Got this file
[DEBUG] 2018-01-03 18:24:10:8220 | nlp-course.ru | 212.24.63.49 | guest | core/messages.php | 22 | 141560 | Got 9 messages for this company
[DEBUG] 2018-01-03 18:24:10:8220 | nlp-course.ru | 212.24.63.49 | guest | core/start_platform_scripts.php | 108 | 139768 | Trying to call autoload_scripts_from_functions.php
[DEBUG] 2018-01-03 18:24:10:8220 | nlp-course.ru | 212.24.63.49 | guest | core/start_platform_scripts.php | 112 | 139768 | Trying to insert SEND_LETTER function
[INFO ] 2018-01-03 18:24:10:8221 | nlp-course.ru | 212.24.63.49 | guest | core/functions/send_letter.php | 3 | 143328 | Got this file
[DEBUG] 2018-01-03 18:24:10:8221 | nlp-course.ru | 212.24.63.49 | guest | modules/robokassa/callback.php | 8 | 139264 | REQUEST parameters: out_summ=1200;OutSum=1200;inv_id=18089835;InvId=18089835;crc=2DCF421C0A14B401A86A104919BB08B6;SignatureValue=2DCF421C0A14B401A86A104919BB08B6;PaymentMethod=BankCard;IncSum=1284.00;IncCurrLabel=QCardR;IsTest=1;
[INFO ] 2018-01-03 18:24:10:8225 | nlp-course.ru | 212.24.63.49 | guest | modules/robokassa/callback.php | 37 | 141536 | Good SIGN
[INFO ] 2018-01-03 19:20:43:9358 | nlp-course.ru | 212.24.63.49 | guest | core/start_platform_scripts.php | 40 | 67880 | ----- The new request to nlp-course.ru/modules/robokassa/callback.php?out_summ=2199&OutSum=2199&inv_id=18089835&InvId=18089835&crc=666139EF0C457A04C2E4060D57FAAA09&SignatureValue=666139EF0C457A04C2E4060D57FAAA09&PaymentMethod=BankCard&IncSum=2352.93&IncCurrLabel=QCardR&IsTest=1 [loglevel is DEBUG]----------------
[INFO ] 2018-01-03 19:20:43:9360 | nlp-course.ru | 212.24.63.49 | guest | core/start_platform_scripts.php | 41 | 67184 | Session id is 786b6900064c7dc2e9915e9275b5083f
[DEBUG] 2018-01-03 19:20:43:9360 | nlp-course.ru | 212.24.63.49 | guest | core/start_platform_scripts.php | 58 | 67048 | Trying to call insert_function_function.php
[INFO ] 2018-01-03 19:20:43:9361 | nlp-course.ru | 212.24.63.49 | guest | core/insert_function_function.php | 12 | 69056 | Got this file
[DEBUG] 2018-01-03 19:20:43:9361 | nlp-course.ru | 212.24.63.49 | guest | core/start_platform_scripts.php | 61 | 67344 | Trying to insert insert_module function
[INFO ] 2018-01-03 19:20:43:9362 | nlp-course.ru | 212.24.63.49 | guest | core/insert_module_function.php | 2 | 69352 | Got this file
[INFO ] 2018-01-03 19:20:43:9363 | nlp-course.ru | 212.24.63.49 | guest | core/autoload_scripts_from_functions.php | 11 | 69688 | Got this file
[DEBUG] 2018-01-03 19:20:43:9363 | nlp-course.ru | 212.24.63.49 | guest | core/start_platform_scripts.php | 66 | 67952 | Trying to check available modules
[INFO ] 2018-01-03 19:20:43:9364 | nlp-course.ru | 212.24.63.49 | guest | core/check_avail_modules.php | 10 | 69944 | Got this file
[DEBUG] 2018-01-03 19:20:43:9369 | nlp-course.ru | 212.24.63.49 | guest | core/check_avail_modules.php | 22 | 97072 | Data about modules received: installed 33, enabled 33, cron enabled for 1
[DEBUG] 2018-01-03 19:20:43:9370 | nlp-course.ru | 212.24.63.49 | guest | core/start_platform_scripts.php | 69 | 95072 | Trying to get browser
[INFO ] 2018-01-03 19:20:43:9370 | nlp-course.ru | 212.24.63.49 | guest | core/browser.php | 15 | 96944 | Got this file
[DEBUG] 2018-01-03 19:20:43:9373 | nlp-course.ru | 212.24.63.49 | guest | core/browser.php | 51 | 98168 | Browser matched:, version - .User agent was - .NET Framework/v4.0.30319
[DEBUG] 2018-01-03 19:20:43:9374 | nlp-course.ru | 212.24.63.49 | guest | core/start_platform_scripts.php | 77 | 96432 | This is not bot, but simple user.
[DEBUG] 2018-01-03 19:20:43:9374 | nlp-course.ru | 212.24.63.49 | guest | core/start_platform_scripts.php | 79 | 96264 | Trying to found injection
[INFO ] 2018-01-03 19:20:43:9375 | nlp-course.ru | 212.24.63.49 | guest | core/check_injection.php | 3 | 98216 | Got this file
[DEBUG] 2018-01-03 19:20:43:9376 | nlp-course.ru | 212.24.63.49 | guest | core/start_platform_scripts.php | 82 | 97616 | Trying to get template from get
[INFO ] 2018-01-03 19:20:43:9376 | nlp-course.ru | 212.24.63.49 | guest | core/templatefromget.php | 2 | 99720 | Got this file
[DEBUG] 2018-01-03 19:20:43:9379 | nlp-course.ru | 212.24.63.49 | guest | core/templatefromget.php | 31 | 100832 | Sitetemplate has found in DB
[DEBUG] 2018-01-03 19:20:43:9379 | nlp-course.ru | 212.24.63.49 | guest | core/templatefromget.php | 44 | 104904 | Template page is CTATbu
[DEBUG] 2018-01-03 19:20:43:9380 | nlp-course.ru | 212.24.63.49 | guest | core/start_platform_scripts.php | 85 | 102928 | Trying to get page from get
[INFO ] 2018-01-03 19:20:43:9380 | nlp-course.ru | 212.24.63.49 | guest | core/pagefromget.php | 2 | 105000 | Got this file
[INFO ] 2018-01-03 19:20:43:9381 | nlp-course.ru | 212.24.63.49 | guest | core/functions/process_user_data.php | 2 | 106992 | Got this file
[INFO ] 2018-01-03 19:20:43:9381 | nlp-course.ru | 212.24.63.49 | guest | core/checkuserrole.php | 2 | 107840 | Got this file
[DEBUG] 2018-01-03 19:20:43:9382 | nlp-course.ru | 212.24.63.49 | guest | core/checkuserrole.php | 196 | 107840 | Not found REQUEST or SESSION data
[DEBUG] 2018-01-03 19:20:43:9382 | nlp-course.ru | 212.24.63.49 | guest | core/checkuserrole.php | 199 | 108096 | Userrole is guest
[DEBUG] 2018-01-03 19:20:43:9382 | nlp-course.ru | 212.24.63.49 | guest | core/pagefromget.php | 13 | 105928 | Page from SESSION[] is CTATbu
[DEBUG] 2018-01-03 19:20:43:9386 | nlp-course.ru | 212.24.63.49 | guest | core/pagefromget.php | 37 | 115160 | Page is CTATbu
[DEBUG] 2018-01-03 19:20:43:9387 | nlp-course.ru | 212.24.63.49 | guest | core/start_platform_scripts.php | 89 | 113352 | Trying to get mode from get
[INFO ] 2018-01-03 19:20:43:9387 | nlp-course.ru | 212.24.63.49 | guest | core/modefromget.php | 2 | 115200 | Got this file
[DEBUG] 2018-01-03 19:20:43:9388 | nlp-course.ru | 212.24.63.49 | guest | core/start_platform_scripts.php | 92 | 113432 | Trying to get menu from get
[INFO ] 2018-01-03 19:20:43:9388 | nlp-course.ru | 212.24.63.49 | guest | core/menufromget.php | 2 | 115272 | Got this file
[DEBUG] 2018-01-03 19:20:43:9389 | nlp-course.ru | 212.24.63.49 | guest | core/start_platform_scripts.php | 95 | 113816 | Trying to get language from get
[INFO ] 2018-01-03 19:20:43:9389 | nlp-course.ru | 212.24.63.49 | guest | core/langfromget.php | 2 | 115704 | Got this file
[INFO ] 2018-01-03 19:20:43:9389 | nlp-course.ru | 212.24.63.49 | guest | core/langfromget.php | 18 | 116192 | Got language from DB (default).Language is ru
[DEBUG] 2018-01-03 19:20:43:9390 | nlp-course.ru | 212.24.63.49 | guest | core/start_platform_scripts.php | 99 | 114216 | Trying to get all site messages from DB
[DEBUG] 2018-01-03 19:20:43:9390 | nlp-course.ru | 212.24.63.49 | guest | core/messages.php | 11 | 116096 | Got this file
[DEBUG] 2018-01-03 19:20:43:9398 | nlp-course.ru | 212.24.63.49 | guest | core/messages.php | 22 | 141560 | Got 9 messages for this company
[DEBUG] 2018-01-03 19:20:43:9399 | nlp-course.ru | 212.24.63.49 | guest | core/start_platform_scripts.php | 108 | 139768 | Trying to call autoload_scripts_from_functions.php
[DEBUG] 2018-01-03 19:20:43:9399 | nlp-course.ru | 212.24.63.49 | guest | core/start_platform_scripts.php | 112 | 139768 | Trying to insert SEND_LETTER function
[INFO ] 2018-01-03 19:20:43:9400 | nlp-course.ru | 212.24.63.49 | guest | core/functions/send_letter.php | 3 | 143328 | Got this file
[DEBUG] 2018-01-03 19:20:43:9400 | nlp-course.ru | 212.24.63.49 | guest | modules/robokassa/callback.php | 8 | 139264 | REQUEST parameters: out_summ=2199;OutSum=2199;inv_id=18089835;InvId=18089835;crc=666139EF0C457A04C2E4060D57FAAA09;SignatureValue=666139EF0C457A04C2E4060D57FAAA09;PaymentMethod=BankCard;IncSum=2352.93;IncCurrLabel=QCardR;IsTest=1;
[INFO ] 2018-01-03 19:20:43:9405 | nlp-course.ru | 212.24.63.49 | guest | modules/robokassa/callback.php | 37 | 141536 | Good SIGN
[INFO ] 2018-01-04 19:18:31:3650 | nlp-course.ru | 212.24.63.49 | guest | core/start_platform_scripts.php | 40 | 67880 | ----- The new request to nlp-course.ru/modules/robokassa/callback.php?out_summ=1200&OutSum=1200&inv_id=67281855&InvId=67281855&crc=2D3CF3585F43B85D972B5A64E45B16BD&SignatureValue=2D3CF3585F43B85D972B5A64E45B16BD&PaymentMethod=BankCard&IncSum=1284.00&IncCurrLabel=QCardR&IsTest=1 [loglevel is DEBUG]----------------
[INFO ] 2018-01-04 19:18:31:3655 | nlp-course.ru | 212.24.63.49 | guest | core/start_platform_scripts.php | 41 | 67184 | Session id is 6c5a8268fa96ccc634c92ab5cc3b0530
[DEBUG] 2018-01-04 19:18:31:3656 | nlp-course.ru | 212.24.63.49 | guest | core/start_platform_scripts.php | 58 | 67048 | Trying to call insert_function_function.php
[INFO ] 2018-01-04 19:18:31:3656 | nlp-course.ru | 212.24.63.49 | guest | core/insert_function_function.php | 12 | 69056 | Got this file
[DEBUG] 2018-01-04 19:18:31:3657 | nlp-course.ru | 212.24.63.49 | guest | core/start_platform_scripts.php | 61 | 67344 | Trying to insert insert_module function
[INFO ] 2018-01-04 19:18:31:3657 | nlp-course.ru | 212.24.63.49 | guest | core/insert_module_function.php | 2 | 69352 | Got this file
[INFO ] 2018-01-04 19:18:31:3658 | nlp-course.ru | 212.24.63.49 | guest | core/autoload_scripts_from_functions.php | 11 | 69688 | Got this file
[DEBUG] 2018-01-04 19:18:31:3658 | nlp-course.ru | 212.24.63.49 | guest | core/start_platform_scripts.php | 66 | 67952 | Trying to check available modules
[INFO ] 2018-01-04 19:18:31:3659 | nlp-course.ru | 212.24.63.49 | guest | core/check_avail_modules.php | 10 | 69944 | Got this file
[DEBUG] 2018-01-04 19:18:31:3663 | nlp-course.ru | 212.24.63.49 | guest | core/check_avail_modules.php | 22 | 97072 | Data about modules received: installed 33, enabled 33, cron enabled for 1
[DEBUG] 2018-01-04 19:18:31:3664 | nlp-course.ru | 212.24.63.49 | guest | core/start_platform_scripts.php | 69 | 95072 | Trying to get browser
[INFO ] 2018-01-04 19:18:31:3664 | nlp-course.ru | 212.24.63.49 | guest | core/browser.php | 15 | 96944 | Got this file
[DEBUG] 2018-01-04 19:18:31:3665 | nlp-course.ru | 212.24.63.49 | guest | core/browser.php | 51 | 98168 | Browser matched:, version - .User agent was - .NET Framework/v4.0.30319
[DEBUG] 2018-01-04 19:18:31:3666 | nlp-course.ru | 212.24.63.49 | guest | core/start_platform_scripts.php | 77 | 96432 | This is not bot, but simple user.
[DEBUG] 2018-01-04 19:18:31:3666 | nlp-course.ru | 212.24.63.49 | guest | core/start_platform_scripts.php | 79 | 96264 | Trying to found injection
[INFO ] 2018-01-04 19:18:31:3667 | nlp-course.ru | 212.24.63.49 | guest | core/check_injection.php | 3 | 98216 | Got this file
[DEBUG] 2018-01-04 19:18:31:3668 | nlp-course.ru | 212.24.63.49 | guest | core/start_platform_scripts.php | 82 | 97616 | Trying to get template from get
[INFO ] 2018-01-04 19:18:31:3668 | nlp-course.ru | 212.24.63.49 | guest | core/templatefromget.php | 2 | 99720 | Got this file
[DEBUG] 2018-01-04 19:18:31:3671 | nlp-course.ru | 212.24.63.49 | guest | core/templatefromget.php | 31 | 100832 | Sitetemplate has found in DB
[DEBUG] 2018-01-04 19:18:31:3671 | nlp-course.ru | 212.24.63.49 | guest | core/templatefromget.php | 44 | 104904 | Template page is CTATbu
[DEBUG] 2018-01-04 19:18:31:3672 | nlp-course.ru | 212.24.63.49 | guest | core/start_platform_scripts.php | 85 | 102928 | Trying to get page from get
[INFO ] 2018-01-04 19:18:31:3672 | nlp-course.ru | 212.24.63.49 | guest | core/pagefromget.php | 2 | 105000 | Got this file
[INFO ] 2018-01-04 19:18:31:3673 | nlp-course.ru | 212.24.63.49 | guest | core/functions/process_user_data.php | 2 | 106992 | Got this file
[INFO ] 2018-01-04 19:18:31:3673 | nlp-course.ru | 212.24.63.49 | guest | core/checkuserrole.php | 2 | 107840 | Got this file
[DEBUG] 2018-01-04 19:18:31:3674 | nlp-course.ru | 212.24.63.49 | guest | core/checkuserrole.php | 196 | 107840 | Not found REQUEST or SESSION data
[DEBUG] 2018-01-04 19:18:31:3674 | nlp-course.ru | 212.24.63.49 | guest | core/checkuserrole.php | 199 | 108096 | Userrole is guest
[DEBUG] 2018-01-04 19:18:31:3674 | nlp-course.ru | 212.24.63.49 | guest | core/pagefromget.php | 13 | 105928 | Page from SESSION[] is CTATbu
[DEBUG] 2018-01-04 19:18:31:3677 | nlp-course.ru | 212.24.63.49 | guest | core/pagefromget.php | 37 | 115160 | Page is CTATbu
[DEBUG] 2018-01-04 19:18:31:3678 | nlp-course.ru | 212.24.63.49 | guest | core/start_platform_scripts.php | 89 | 113352 | Trying to get mode from get
[INFO ] 2018-01-04 19:18:31:3678 | nlp-course.ru | 212.24.63.49 | guest | core/modefromget.php | 2 | 115200 | Got this file
[DEBUG] 2018-01-04 19:18:31:3679 | nlp-course.ru | 212.24.63.49 | guest | core/start_platform_scripts.php | 92 | 113432 | Trying to get menu from get
[INFO ] 2018-01-04 19:18:31:3680 | nlp-course.ru | 212.24.63.49 | guest | core/menufromget.php | 2 | 115272 | Got this file
[DEBUG] 2018-01-04 19:18:31:3680 | nlp-course.ru | 212.24.63.49 | guest | core/start_platform_scripts.php | 95 | 113816 | Trying to get language from get
[INFO ] 2018-01-04 19:18:31:3680 | nlp-course.ru | 212.24.63.49 | guest | core/langfromget.php | 2 | 115704 | Got this file
[INFO ] 2018-01-04 19:18:31:3681 | nlp-course.ru | 212.24.63.49 | guest | core/langfromget.php | 18 | 116192 | Got language from DB (default).Language is ru
[DEBUG] 2018-01-04 19:18:31:3681 | nlp-course.ru | 212.24.63.49 | guest | core/start_platform_scripts.php | 99 | 114216 | Trying to get all site messages from DB
[DEBUG] 2018-01-04 19:18:31:3681 | nlp-course.ru | 212.24.63.49 | guest | core/messages.php | 11 | 116096 | Got this file
